name;id;nametype;recclass;mass (g);fall;year;reclat;reclong;GeoLocation
Sayh al Uhaymir 209;23382;Valid;H5;5585;Found;01.01.2002;20.331680;57.247400;(20.331680, 57.247400)
Hammadah al Hamra 097;11580;Valid;L6;5580;Found;01.01.1995;28.621670;13.450330;(28.621670, 13.450330)
Cowra;5458;Valid;Iron, ungrouped;5560;Found;01.01.1888;-33.850000;148.683330;(-33.850000, 148.683330)
Sylacauga;23773;Valid;H4;5560;Fell;01.01.1954;33.188360;-86.294500;(33.188360, -86.294500)
Pribram;18887;Valid;H5;5555;Fell;01.01.1959;49.666670;14.033330;(49.666670, 14.033330)
Shi?r 162;53579;Valid;Lunar (feldsp. breccia);5525;Found;01.01.2006;18.566670;53.833330;(18.566670, 53.833330)
Ksar Ghilane 001;54553;Valid;L6;5511;Found;01.01.2008;32.681000;9.728720;(32.681000, 9.728720)
Kissij;12324;Valid;H5;5500;Found;01.01.1899;54.866670;50.883330;(54.866670, 50.883330)
Thurlow;23979;Valid;Iron, IIIAB;5500;Found;01.01.1888;44.750000;-77.583330;(44.750000, -77.583330)
St. Christophe-la-Chartreuse;23082;Valid;L6;5500;Fell;01.01.1841;46.950000;-1.500000;(46.950000, -1.500000)
Acfer 098;107;Valid;H5;5500;Found;01.01.1990;27.466670;3.883330;(27.466670, 3.883330)
Dongtai;7708;Valid;LL6;5500;Fell;01.01.1970;32.916670;120.783330;(32.916670, 120.783330)
Min-Fan-Zhun;16697;Valid;LL6;5500;Fell;01.01.1952;32.333330;120.666670;(32.333330, 120.666670)
Atlanta;4886;Valid;EL6;5500;Found;01.01.1938;31.800000;-92.750000;(31.800000, -92.750000)
Santa Isabel;23165;Valid;L6;5500;Fell;01.01.1924;-33.900000;-61.700000;(-33.900000, -61.700000)
Naretha;16913;Valid;L4;5500;Found;01.01.1915;-31.000000;124.833330;(-31.000000, 124.833330)
Sayh al Uhaymir 013;23205;Valid;H5;5496;Found;01.01.1999;20.965500;57.320830;(20.965500, 57.320830)
Allan Hills A81015;1975;Valid;H5;5489;Found;01.01.1981;-76.713670;158.781260;(-76.713670, 158.781260)
Ikhrarene;12005;Valid;L4;5465;Found;01.01.1969;28.604170;1.041670;(28.604170, 1.041670)
Bovedy;5121;Valid;L3;5460;Fell;01.01.1969;54.566670;-6.333330;(54.566670, -6.333330)
Dhofar 148;6933;Valid;L6;5432;Found;01.01.2000;18.321670;54.481000;(18.321670, 54.481000)
Seminole (f);54436;Valid;H5;5421;Found;01.01.2008;32.700380;-102.672680;(32.700380, -102.672680)
Great Sand Sea 020;11191;Valid;H;5420;Found;01.01.2000;26.016670;25.733330;(26.016670, 25.733330)
Searsmont;23472;Valid;H5;5400;Fell;01.01.1871;44.366670;-69.200000;(44.366670, -69.200000)
Denton County;6659;Valid;Iron, IIIAB;5400;Found;01.01.1856;33.000000;-97.000000;(33.000000, -97.000000)
Tanezrouft 057;23858;Valid;CK4-an;5400;Found;01.01.2002;25.266670;0.150000;(25.266670, 0.150000)
Felt;10083;Valid;H6;5400;Found;01.01.1970;36.550000;-102.783330;(36.550000, -102.783330)
Binda;5049;Valid;Eucrite-cm;5400;Found;01.01.1912;-34.316670;149.383330;(-34.316670, 149.383330)
Myersville;16886;Valid;OC;5397;Found;01.01.1969;28.950000;-97.402780;(28.950000, -97.402780)
Rica Aventura;22596;Valid;Iron, IVA;5395;Found;01.01.1910;-21.983330;-69.616670;(-21.983330, -69.616670)
Cheder;5336;Valid;Iron, IID;5390;Found;01.01.2003;51.533330;94.600000;(51.533330, 94.600000)
Tobe;24014;Valid;H4;5386;Found;01.01.1963;37.200000;-103.583330;(37.200000, -103.583330)
Ksar Ghilane 007;54558;Valid;H6;5381;Found;01.01.2011;32.758320;9.859300;(32.758320, 9.859300)
Whitecourt;47345;Valid;Iron, IIIAB;5372;Found;01.01.2007;53.999167;-115.597500;(53.999167, -115.597500)
Pecora Escarpment 82506;18269;Valid;Ureilite;5316;Found;01.01.1982;-85.691090;-67.713080;(-85.691090, -67.713080)
Northwest Africa 850;17875;Valid;H5;5300;Found;01.01.2001;30.406670;-5.892330;(30.406670, -5.892330)
Bukhara;30448;Valid;CV3;5300;Fell;01.01.2001;39.779780;64.600350;(39.779780, 64.600350)
Dhofar 157;6942;Valid;H5;5300;Found;01.01.2000;19.088330;54.792670;(19.088330, 54.792670)
Arrabury;2337;Valid;H6;5300;Found;01.01.1960;-26.500000;141.083330;(-26.500000, 141.083330)
Ryder Gletcher;22790;Valid;L5;5288;Found;01.01.1988;81.166670;-49.000000;(81.166670, -49.000000)
Dar al Gani 551;6099;Valid;L6;5265;Found;01.01.1997;27.276830;16.125670;(27.276830, 16.125670)
Casilda;5288;Valid;H5;5250;Found;01.01.1937;-33.100000;-61.133330;(-33.100000, -61.133330)
Coomandook;5435;Valid;H6;5230;Found;01.01.1939;-35.416670;139.750000;(-35.416670, 139.750000)
Coyote Dry Lake 033;30456;Valid;H5;5220;Found;01.01.1999;35.056050;-116.776300;(35.056050, -116.776300)
Lixna;14670;Valid;H4;5213;Fell;01.01.1820;56.000000;26.433330;(56.000000, 26.433330)
Hammadah al Hamra 290;11773;Valid;H6;5205;Found;01.01.1999;29.014830;12.627500;(29.014830, 12.627500)
Cold Bokkeveld;5397;Valid;CM2;5200;Fell;01.01.1838;-33.133330;19.383330;(-33.133330, 19.383330)
Northwest Africa 1579;17338;Valid;L5;5200;Found;01.01.2001;31.500000;-4.850000;(31.500000, -4.850000)
Roosevelt;22655;Valid;H3.4;5200;Found;01.01.1972;34.866670;-98.950000;(34.866670, -98.950000)
Corn;54859;Valid;H5;5176;Found;01.01.1994;35.405000;-98.748890;(35.405000, -98.748890)
Ouallen;18048;Valid;H6;5174;Found;01.01.1936;24.166670;0.083330;(24.166670, 0.083330)
Dhofar 414;7193;Valid;L6;5156;Found;01.01.2001;18.771530;54.242880;(18.771530, 54.242880)
Tieret 010;56405;Valid;H3;5150;Found;01.01.2010;30.980220;10.006520;(30.980220, 10.006520)
Touat 002;31351;Valid;H5;5150;Found;01.01.2002;27.466670;-0.516670;(27.466670, -0.516670)
Northwest Africa 767;17840;Valid;L4;5146;Found;01.01.2000;30.635830;-5.088330;(30.635830, -5.088330)
Claytonville (b);5376;Valid;OC;5136;Found;01.01.1978;34.348330;-101.658330;(34.348330, -101.658330)
Jiddat al Harasis 229;35548;Valid;L5;5135;Found;01.01.2005;19.705800;56.607750;(19.705800, 56.607750)
Dhofar 1439;47354;Valid;Eucrite-mmict;5132;Found;01.01.2003;18.583330;54.455000;(18.583330, 54.455000)
Ramlat as Sahmah 266;48634;Valid;Mesosiderite;5130;Found;01.01.2006;20.008030;56.399020;(20.008030, 56.399020)
Hammadah al Hamra 124;11607;Valid;H5;5130;Found;01.01.1995;28.472330;13.181830;(28.472330, 13.181830)
Twin City;24090;Valid;Iron, IAB-ung;5130;Found;01.01.1955;32.583330;-82.016670;(32.583330, -82.016670)
Garrison;10864;Valid;H5;5116;Found;01.01.1969;33.863330;-103.346670;(33.863330, -103.346670)
Dar al Gani 002;5518;Valid;H6;5105;Found;01.01.1995;27.125500;16.058170;(27.125500, 16.058170)
Dar al Gani 406;5954;Valid;Iron, IAB complex;5100;Found;01.01.1998;28.140330;15.823830;(28.140330, 15.823830)
Silver Bell;23596;Valid;Iron, IIAB;5100;Found;01.01.1939;32.483330;-111.566670;(32.483330, -111.566670)
Pasamonte;18110;Valid;Eucrite-pmict;5100;Fell;01.01.1933;36.216670;-103.400000;(36.216670, -103.400000)
Blanket;5071;Valid;L6;5100;Fell;01.01.1909;31.833330;-98.833330;(31.833330, -98.833330)
Jiddat al Harasis 054;30728;Valid;Ureilite;5079;Found;01.01.2004;19.630330;55.115170;(19.630330, 55.115170)
Archie;2329;Valid;H6;5070;Fell;01.01.1932;38.500000;-94.300000;(38.500000, -94.300000)
Hammadah al Hamra 259;11742;Valid;H5;5055;Found;01.01.1998;28.750000;11.566670;(28.750000, 11.566670)
Ramlat as Sahmah 384;55653;Valid;Mesosiderite-C2;5026;Found;01.01.2010;20.004900;56.404730;(20.004900, 56.404730)
Watonga;55758;Valid;LL3.1;5025;Found;01.01.1960;35.833333;-98.400000;(35.833333, -98.400000)
Dhofar 132;6917;Valid;Ureilite;5010;Found;01.01.2000;19.150000;54.580670;(19.150000, 54.580670)
Magnesia;15386;Valid;Iron, IAB-sHL;5000;Fell;01.01.1899;37.866670;27.516670;(37.866670, 27.516670)
Persimmon Creek;18796;Valid;Iron, IAB-sLM;5000;Found;01.01.1893;35.050000;-84.233330;(35.050000, -84.233330)
Collescipoli;5403;Valid;H5;5000;Fell;01.01.1890;42.533330;12.616670;(42.533330, 12.616670)
San Cristobal;23121;Valid;Iron, IAB-ung;5000;Found;01.01.1882;-23.433330;-69.500000;(-23.433330, -69.500000)
Greenbrier County;11194;Valid;Iron, IIIAB;5000;Found;01.01.1880;37.833330;-80.316670;(37.833330, -80.316670)
Kerilis;12282;Valid;H5;5000;Fell;01.01.1874;48.400000;-3.300000;(48.400000, -3.300000)
Shergotty;23530;Valid;Martian (shergottite);5000;Fell;01.01.1865;24.550000;84.833330;(24.550000, 84.833330)
Smith's Mountain;23652;Valid;Iron, IIIAB;5000;Found;01.01.1863;36.416670;-80.000000;(36.416670, -80.000000)
Buschhof;5178;Valid;L6;5000;Fell;01.01.1863;46.450000;25.783330;(46.450000, 25.783330)
Nulles;17959;Valid;H6;5000;Fell;01.01.1851;41.633330;0.750000;(41.633330, 0.750000)
Smithland;23650;Valid;Iron, IVA;5000;Found;01.01.1839;37.133330;-88.400000;(37.133330, -88.400000)
Drake Creek;7728;Valid;L6;5000;Fell;01.01.1827;36.400000;-86.500000;(36.400000, -86.500000)
Jonzac;12202;Valid;Eucrite-mmict;5000;Fell;01.01.1819;45.433330;-0.450000;(45.433330, -0.450000)
Essex;10056;Valid;H5;5000;Found;01.01.2002;34.611670;-115.033330;(34.611670, -115.033330)
Dhofar 607;7364;Valid;H5;5000;Found;01.01.2001;18.728800;54.190530;(18.728800, 54.190530)
Dhofar 393;7175;Valid;H5;5000;Found;01.01.2001;19.139220;54.833120;(19.139220, 54.833120)
Hammadah al Hamra 183;11666;Valid;LL6;5000;Found;01.01.1996;28.610670;13.334170;(28.610670, 13.334170)
Galkiv;10850;Valid;H4;5000;Fell;01.01.1995;51.683330;30.783330;(51.683330, 30.783330)
El Tigre;7819;Valid;L6;5000;Fell;01.01.1993;19.967220;-103.051670;(19.967220, -103.051670)
Nainital;16897;Valid;L;5000;Found;01.01.1980;29.366670;79.433330;(29.366670, 79.433330)
Queretaro;22359;Valid;H4;5000;Found;01.01.1971;20.633330;-100.383330;(20.633330, -100.383330)
Stoneham;31330;Valid;H5;5000;Found;01.01.1960;40.637830;-103.697170;(40.637830, -103.697170)
Temple;23894;Valid;L6;5000;Found;01.01.1959;31.116670;-97.300000;(31.116670, -97.300000)
Raco;22368;Valid;H5;5000;Fell;01.01.1957;-26.666670;-65.450000;(-26.666670, -65.450000)
Shupiyan;23583;Valid;H6;5000;Fell;01.01.1912;33.716670;74.833330;(33.716670, 74.833330)
Dhofar 1275;30515;Valid;L7;4999;Found;01.01.2003;18.828520;54.639570;(18.828520, 54.639570)
Queen Alexandra Range 99017;21469;Valid;H5;4999;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Catalina 028;57296;Valid;H5;4993;Found;01.01.2010;-25.233330;-69.716670;(-25.233330, -69.716670)
Ste. Marguerite;23099;Valid;H4;4960;Fell;01.01.1962;50.766670;3.000000;(50.766670, 3.000000)
Dhofar 239;7022;Valid;H4;4950;Found;01.01.2000;18.423500;54.480000;(18.423500, 54.480000)
Dhofar 281;7064;Valid;L3.8;4936;Found;01.01.2001;18.575000;54.298330;(18.575000, 54.298330)
Javorje;53489;Valid;Iron, IIIAB;4920;Found;01.01.2009;46.162440;14.191660;(46.162440, 14.191660)
Raoyang;22394;Valid;L6;4910;Fell;01.01.1919;38.200000;115.700000;(38.200000, 115.700000)
Cedar (Kansas);5302;Valid;H6;4900;Found;01.01.1937;39.700000;-98.983330;(39.700000, -98.983330)
Monte das Fortes;16725;Valid;L5;4885;Fell;01.01.1950;38.016670;-8.250000;(38.016670, -8.250000)
Yamato 793375;28724;Valid;L3.6;4864;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Eads;7759;Valid;H4;4860;Found;01.01.1975;38.470000;-102.826670;(38.470000, -102.826670)
Mayo Belwa;15451;Valid;Aubrite;4850;Fell;01.01.1974;8.966670;12.083330;(8.966670, 12.083330)
Dar al Gani 100;5616;Valid;H6;4840;Found;01.01.1996;27.121170;16.108830;(27.121170, 16.108830)
Quartz Mountain;18910;Valid;Iron, IIIAB;4832;Found;01.01.1935;37.200000;-116.700000;(37.200000, -116.700000)
Jiddat al Harasis 295;35613;Valid;L5;4820;Found;01.01.2005;19.801500;56.467620;(19.801500, 56.467620)
Lone Island Lake;55762;Valid;Iron, IAB-sLL;4800;Found;01.01.2005;50.009570;-95.385370;(50.009570, -95.385370)
New Westville;16961;Valid;Iron, IVA;4800;Found;01.01.1941;39.800000;-84.816670;(39.800000, -84.816670)
Yukan;30377;Valid;LL6;4800;Fell;01.01.1931;28.716670;116.616670;(28.716670, 116.616670)
Tulia (b);24067;Valid;L6;4800;Found;01.01.1917;34.533330;-101.700000;(34.533330, -101.700000)
La Luz;48962;Valid;H4;4798;Found;01.01.2005;33.003830;-105.850830;(33.003830, -105.850830)
Garnett;10862;Valid;H4;4788;Found;01.01.1938;38.266670;-95.250000;(38.266670, -95.250000)
Sayh al Uhaymir 295;34044;Valid;L5;4780;Found;01.01.2004;21.009870;57.038620;(21.009870, 57.038620)
Dhofar 192;6976;Valid;H4;4779;Found;01.01.1999;18.261670;54.243330;(18.261670, 54.243330)
Hammadah al Hamra 109;11592;Valid;H5;4777;Found;01.01.1995;28.588500;12.952830;(28.588500, 12.952830)
Yamato 86787;30293;Valid;L6;4771;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
South Plains;23680;Valid;L5;4763;Found;01.01.1971;34.266670;-101.250000;(34.266670, -101.250000)
Lexington County;14644;Valid;Iron, IAB-MG;4760;Found;01.01.1880;34.000000;-81.250000;(34.000000, -81.250000)
Hammadah al Hamra 103;11586;Valid;L6;4760;Found;01.01.1995;28.618170;13.171500;(28.618170, 13.171500)
Reid 011;22566;Valid;H3-6;4760;Found;01.01.1986;-30.216670;128.300000;(-30.216670, 128.300000)
Okano;18000;Valid;Iron, IIAB;4742;Fell;01.01.1904;35.083330;135.200000;(35.083330, 135.200000)
Tanezrouft 034;23835;Valid;H5;4720;Found;01.01.1991;25.434720;-0.090280;(25.434720, -0.090280)
Itqiy;12058;Valid;EH7-an;4720;Fell;01.01.1990;26.590830;-12.952170;(26.590830, -12.952170)
Tiffa 002;23992;Valid;H4/5;4705;Found;01.01.1997;19.696000;11.526830;(19.696000, 11.526830)
Muraid;16874;Valid;L6;4703;Fell;01.01.1924;24.500000;90.216670;(24.500000, 90.216670)
Hot Springs;11912;Valid;Iron, IIIAB;4700;Found;01.01.1995;39.666670;-118.966670;(39.666670, -118.966670)
Frankel City;10175;Valid;L6;4700;Found;01.01.1977;32.333330;-102.745000;(32.333330, -102.745000)
Ellis County;10022;Valid;H6;4692;Found;01.01.1948;38.783330;-99.333330;(38.783330, -99.333330)
Sayh al Uhaymir 010;23202;Valid;H6;4682;Found;01.01.1999;20.992000;57.305830;(20.992000, 57.305830)
Ramsdorf;22386;Valid;L6;4682;Fell;01.01.1958;51.883330;6.933330;(51.883330, 6.933330)
Ulyanovsk;45816;Valid;H5;4680;Found;01.01.2006;54.364947;48.591447;(54.364947, 48.591447)
Grove Mountains 051532;48192;Valid;H5;4680;Found;01.01.2006;-72.935556;75.313056;(-72.935556, 75.313056)
Sayh al Uhaymir 066;23258;Valid;LL5;4670;Found;01.01.2000;20.531670;56.676670;(20.531670, 56.676670)
Dhofar 1524;52397;Valid;H5;4652;Found;01.01.2008;18.511330;54.607830;(18.511330, 54.607830)
Gail;10843;Valid;H4;4650;Found;01.01.1948;32.700000;-101.600000;(32.700000, -101.600000)
Shallowater;23522;Valid;Aubrite;4650;Found;01.01.1936;33.700000;-101.933330;(33.700000, -101.933330)
Pony Creek;18866;Valid;H4;4642;Found;01.01.1947;31.663330;-99.950000;(31.663330, -99.950000)
Maigatari-Danduma;30751;Valid;H5/6;4629;Fell;01.01.2004;12.833330;9.383330;(12.833330, 9.383330)
Dhofar 365;7147;Valid;H5;4623;Found;01.01.2000;19.091380;54.794830;(19.091380, 54.794830)
Batyushkovo;51586;Valid;L5;4620;Found;01.01.2007;55.548670;35.299500;(55.548670, 35.299500)
Muizenberg;16844;Valid;L6;4610;Found;01.01.1880;-34.100000;18.466670;(-34.100000, 18.466670)
Ningqiang;16981;Valid;C3-ung;4610;Fell;01.01.1983;32.925000;105.906670;(32.925000, 105.906670)
Seagraves (b);23470;Valid;H5;4600;Found;01.01.1976;32.917220;-102.500000;(32.917220, -102.500000)
Ucera;24097;Valid;H5;4590;Fell;01.01.1970;11.050000;-69.850000;(11.050000, -69.850000)
Dhofar 057;6756;Valid;L6;4588;Found;01.01.1999;19.162170;54.766500;(19.162170, 54.766500)
Yamato 793496;28845;Valid;L6;4583;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Innisfree;12039;Valid;L5;4576;Fell;01.01.1977;53.415000;-111.337500;(53.415000, -111.337500)
Dhofar 1597;52603;Valid;H5;4558;Found;01.01.2004;18.961330;54.368500;(18.961330, 54.368500)
Daraj 146;6601;Valid;H5;4553;Found;01.01.2000;29.627780;11.702500;(29.627780, 11.702500)
Amber;2291;Valid;L6;4532;Found;01.01.1934;35.166670;-97.883330;(35.166670, -97.883330)
Eldee 001;47703;Valid;L6;4514;Found;01.01.2006;-31.669970;141.242330;(-31.669970, 141.242330)
Northwest Africa 848;17874;Valid;L6;4508;Found;01.01.2000;28.000830;-9.270000;(28.000830, -9.270000)
Nammianthal;16902;Valid;H5;4500;Fell;01.01.1886;12.283330;79.200000;(12.283330, 79.200000)
Pavlodar (pallasite);18174;Valid;Pallasite, PMG-an;4500;Found;01.01.1885;51.166670;77.333330;(51.166670, 77.333330)
Kalumbi;12236;Valid;L6;4500;Fell;01.01.1879;17.833330;73.983330;(17.833330, 73.983330)
Nedagolla;16935;Valid;Iron, ungrouped;4500;Fell;01.01.1870;18.683330;83.483330;(18.683330, 83.483330)
High Possil;11884;Valid;L6;4500;Fell;01.01.1804;55.900000;-4.233330;(55.900000, -4.233330)
Portugal;18876;Valid;Stone-uncl;4500;Fell;01.01.1796;38.500000;-8.000000;(38.500000, -8.000000)
Ortenau;18033;Valid;Stone-uncl;4500;Fell;01.01.1671;48.500000;8.000000;(48.500000, 8.000000)
Northwest Africa 159;17349;Valid;L4;4500;Found;01.01.1999;30.333330;-5.833330;(30.333330, -5.833330)
Abu Moharek;9;Valid;H4;4500;Found;01.01.1997;27.239440;29.835830;(27.239440, 29.835830)
El Djouf 007;7802;Valid;H5;4500;Found;01.01.1989;23.666670;-1.816670;(23.666670, -1.816670)
Sverdlovsk;23769;Valid;H4/5;4500;Found;01.01.1985;57.000000;62.700000;(57.000000, 62.700000)
Purmela;32771;Valid;Iron, IIF;4500;Found;01.01.1977;29.500000;-98.050000;(29.500000, -98.050000)
Mardan;15414;Valid;H5;4500;Fell;01.01.1948;34.233330;72.083330;(34.233330, 72.083330)
Hayes Center;11865;Valid;L6;4500;Found;01.01.1941;40.516670;-101.033330;(40.516670, -101.033330)
Coolidge;5434;Valid;C4-ung;4500;Found;01.01.1937;38.033330;-101.983330;(38.033330, -101.983330)
Lincoln County;14654;Valid;L6;4500;Found;01.01.1937;39.366670;-103.166670;(39.366670, -103.166670)
Baroti;4949;Valid;L6;4500;Fell;01.01.1910;31.616670;76.800000;(31.616670, 76.800000)
Mokoia;16713;Valid;CV3;4500;Fell;01.01.1908;-39.633330;174.400000;(-39.633330, 174.400000)
Edjudina;7766;Valid;H4;4480;Found;01.01.1969;-29.586390;122.181670;(-29.586390, 122.181670)
Dhofar 1280;34499;Valid;H6;4473;Found;01.01.2005;18.277170;54.255470;(18.277170, 54.255470)
Dhofar 012;6711;Valid;L4;4472;Found;01.01.2000;18.358330;54.233330;(18.358330, 54.233330)
Ararki;45408;Valid;L5;4460;Found;01.01.2001;29.060000;74.440000;(29.060000, 74.440000)
Kushiike;12381;Valid;OC;4460;Fell;01.01.1920;37.050000;138.383330;(37.050000, 138.383330)
Ouadangou;56729;Valid;L5;4440;Fell;01.01.2003;12.900000;0.080000;(12.900000, 0.080000)
Acfer 190;198;Valid;L6;4439;Found;01.01.1990;27.700000;4.300000;(27.700000, 4.300000)
Lewiston;14643;Valid;H4;4416;Found;01.01.1983;34.008330;-103.602780;(34.008330, -103.602780)
Hammadah al Hamra 040;11523;Valid;L6;4411;Found;01.01.1990;29.100000;11.833330;(29.100000, 11.833330)
Elephant Moraine 87501;8052;Valid;Mesosiderite;4403;Found;01.01.1987;-76.043250;156.086940;(-76.043250, 156.086940)
Muddoor;16841;Valid;L5;4400;Fell;01.01.1865;12.633330;77.016670;(12.633330, 77.016670)
Assamakka;53892;Valid;Iron, IVA-an;4400;Found;01.01.2002;19.266670;5.916670;(19.266670, 5.916670)
Waverly;24224;Valid;Iron, IAB-an;4400;Found;01.01.1983;32.683330;-85.566670;(32.683330, -85.566670)
North West Forrest (E6);17007;Valid;EL6;4400;Found;01.01.1971;-30.600000;127.816670;(-30.600000, 127.816670)
Dalhart;5508;Valid;H5;4400;Found;01.01.1968;36.043330;-102.408330;(36.043330, -102.408330)
Little River (a);14665;Valid;H6;4400;Found;01.01.1967;38.383330;-98.016670;(38.383330, -98.016670)
Grassland;10959;Valid;L4;4400;Found;01.01.1964;33.116670;-101.583330;(33.116670, -101.583330)
Dhofar 094;6793;Valid;L5;4395;Found;01.01.1999;18.665000;54.566670;(18.665000, 54.566670)
Dhofar 1677;56183;Valid;H5;4388;Found;01.01.2011;19.365180;54.515650;(19.365180, 54.515650)
Wallareenya;24207;Valid;Iron, IIIAB;4386;Found;01.01.1965;-20.666670;118.833330;(-20.666670, 118.833330)
Hammadah al Hamra 118;11601;Valid;H4;4382;Found;01.01.1995;28.668330;13.344670;(28.668330, 13.344670)
Patora;18112;Valid;H6;4375;Fell;01.01.1969;20.936940;82.050000;(20.936940, 82.050000)
Vicenice;24170;Valid;Iron, IID;4370;Found;01.01.1911;49.216670;15.800000;(49.216670, 15.800000)
Grove Mountains 021603;30708;Valid;H3;4360;Found;01.01.2003;-72.822780;75.296390;(-72.822780, 75.296390)
Plateau du Tademait 002;31297;Valid;L6;4334;Found;01.01.2002;28.297670;0.666500;(28.297670, 0.666500)
Dolores;7660;Valid;Iron, IIIAB;4333;Found;01.01.2001;-19.650000;-69.950000;(-19.650000, -69.950000)
Llano River;53635;Valid;Iron, IIIAB;4318;Found;01.01.1975;30.522130;-99.736980;(30.522130, -99.736980)
Powellsville;18880;Valid;H5;4310;Found;01.01.1990;38.666670;-82.783330;(38.666670, -82.783330)
Bates Nunataks A78002;4970;Valid;L6;4301;Found;01.01.1978;-80.250000;153.500000;(-80.250000, 153.500000)
Pevensey;18805;Valid;LL5;4300;Found;01.01.1868;-34.783330;144.666670;(-34.783330, 144.666670)
Charlotte;5328;Valid;Iron, IVA;4300;Fell;01.01.1835;36.166670;-87.333330;(36.166670, -87.333330)
Košice;53810;Valid;H5;4300;Fell;01.01.2010;48.763670;21.176330;(48.763670, 21.176330)
Rumanová;22781;Valid;H5;4300;Found;01.01.1994;48.348000;17.866000;(48.348000, 17.866000)
Sunray;23746;Valid;H4;4300;Found;01.01.1985;36.000000;-101.833330;(36.000000, -101.833330)
Lone Star;14682;Valid;H4;4300;Found;01.01.1965;34.259720;-101.408330;(34.259720, -101.408330)
Rush County;22785;Valid;H5;4300;Found;01.01.1948;39.500000;-85.500000;(39.500000, -85.500000)
McLean;15464;Valid;H6;4300;Found;01.01.1939;35.233330;-100.600000;(35.233330, -100.600000)
Giroux;10918;Valid;Pallasite, PMG;4275;Found;01.01.1954;49.616670;-96.550000;(49.616670, -96.550000)
Crumlin;5477;Valid;L5;4255;Fell;01.01.1902;54.616670;-6.216670;(54.616670, -6.216670)
Dar al Gani 502;6050;Valid;L6;4242;Found;01.01.1997;27.288830;16.115330;(27.288830, 16.115330)
Raguli;22373;Valid;H3.8;4239;Found;01.01.1972;45.700000;43.700000;(45.700000, 43.700000)
Adhi Kot;379;Valid;EH4;4239;Fell;01.01.1919;32.100000;71.800000;(32.100000, 71.800000)
Dar al Gani 318;5866;Valid;H3;4236;Found;01.01.1997;27.143170;15.873000;(27.143170, 15.873000)
Jiddat al Harasis 111;34023;Valid;L/LL4;4235;Found;01.01.2004;19.660400;56.961720;(19.660400, 56.961720)
Yamato 792769;28118;Valid;Eucrite-pmict;4232;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
