name;id;nametype;recclass;mass (g);fall;year;reclat;reclong;GeoLocation
Queen Alexandra Range 93508;19596;Valid;L5;9.6;Found;01.01.1993;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 93509;19597;Valid;L5;9.6;Found;01.01.1993;-84.000000;168.000000;(-84.000000, 168.000000)
Elephant Moraine 92102;9504;Valid;L6;9.6;Found;01.01.1992;-76.047750;156.189650;(-76.047750, 156.189650)
Elephant Moraine 90865;9274;Valid;L6;9.6;Found;01.01.1990;-76.272760;156.498200;(-76.272760, 156.498200)
Elephant Moraine 90534;8943;Valid;L6;9.6;Found;01.01.1990;-76.283200;156.463970;(-76.283200, 156.463970)
Elephant Moraine 90862;9271;Valid;L6;9.6;Found;01.01.1990;-76.284660;156.481800;(-76.284660, 156.481800)
Lewis Cliff 88378;14127;Valid;L5;9.6;Found;01.01.1988;-84.237750;161.451470;(-84.237750, 161.451470)
Lewis Cliff 87134;13601;Valid;H6;9.6;Found;01.01.1987;-84.254110;161.428810;(-84.254110, 161.428810)
Lewis Cliff 87104;13575;Valid;H6;9.6;Found;01.01.1987;-84.341840;161.405390;(-84.341840, 161.405390)
Lewis Cliff 87259;13720;Valid;H5;9.6;Found;01.01.1987;-84.342490;161.255220;(-84.342490, 161.255220)
Lewis Cliff 86290;13222;Valid;H4;9.6;Found;01.01.1986;-84.245240;161.448440;(-84.245240, 161.448440)
Lewis Cliff 86233;13167;Valid;H5;9.6;Found;01.01.1986;-84.254230;161.396830;(-84.254230, 161.396830)
Lewis Cliff 86397;13328;Valid;H5;9.6;Found;01.01.1986;-84.255150;161.407200;(-84.255150, 161.407200)
Lewis Cliff 86351;13282;Valid;H6;9.6;Found;01.01.1986;-84.273730;161.690250;(-84.273730, 161.690250)
Lewis Cliff 86508;13438;Valid;H5;9.6;Found;01.01.1986;-84.276250;161.652070;(-84.276250, 161.652070)
Frontier Mountain 84009;10371;Valid;H4;9.6;Found;01.01.1984;-72.954880;160.473280;(-72.954880, 160.473280)
Yamato 793399;28748;Valid;L6;9.6;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Allan Hills A78163;1777;Valid;H5;9.6;Found;01.01.1978;-76.716670;159.666670;(-76.716670, 159.666670)
Allan Hills A78213;1826;Valid;H6;9.6;Found;01.01.1978;-76.716670;159.666670;(-76.716670, 159.666670)
Queen Alexandra Range 02135;18948;Valid;H6;9.59;Found;01.01.2002;-84.000000;168.000000;(-84.000000, 168.000000)
MacAlpine Hills 02643;14940;Valid;H5;9.59;Found;01.01.2002;-84.216670;160.500000;(-84.216670, 160.500000)
Grove Mountains 021588;47820;Valid;L6;9.58;Found;01.01.2003;-72.961389;75.224722;(-72.961389, 75.224722)
Yamato 81023;29084;Valid;CO3;9.58;Found;01.01.1981;-71.500000;35.666670;(-71.500000, 35.666670)
Frontier Mountain 03063;30620;Valid;H5;9.57;Found;01.01.2004;-72.995420;160.397330;(-72.995420, 160.397330)
Yamato 74141;24519;Valid;H3;9.57;Found;01.01.1974;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791065;26414;Valid;H6;9.56;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 86297;29803;Valid;H4;9.5500000000000007;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791951;27300;Valid;H;9.5500000000000007;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 792820;28169;Valid;H6;9.5500000000000007;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 792813;28162;Valid;H4;9.5399999999999991;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Allan Hills A77090;1403;Valid;H4/5;9.5399999999999991;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Yamato 792961;28310;Valid;E3;9.5299999999999994;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 86194;29700;Valid;H4;9.52;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 792682;28031;Valid;L6;9.52;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 052284;48293;Valid;L6;9.51;Found;01.01.2006;-72.776389;75.322222;(-72.776389, 75.322222)
Yamato 793525;28874;Valid;H6;9.51;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Jiddat al Harasis 513;51407;Valid;LL7;9.5;Found;01.01.2008;19.530980;55.179780;(19.530980, 55.179780)
Frontier Mountain 01106;10289;Valid;H5;9.5;Found;01.01.2001;-72.951940;160.508330;(-72.951940, 160.508330)
Queen Alexandra Range 99345;21795;Valid;LL5;9.5;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 99504;21950;Valid;LL5;9.5;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 99505;21951;Valid;H6;9.5;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 99628;22074;Valid;LL5;9.5;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 99868;22312;Valid;LL5;9.5;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97236;20694;Valid;LL5;9.5;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Elephant Moraine 96275;9866;Valid;L6;9.5;Found;01.01.1996;-76.183330;157.166670;(-76.183330, 157.166670)
Grosvenor Mountains 95642;11368;Valid;L6;9.5;Found;01.01.1995;-85.666670;175.000000;(-85.666670, 175.000000)
Queen Alexandra Range 94308;19943;Valid;L5;9.5;Found;01.01.1994;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 94352;19986;Valid;L4;9.5;Found;01.01.1994;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 94703;20334;Valid;L5;9.5;Found;01.01.1994;-84.000000;168.000000;(-84.000000, 168.000000)
Pecora Escarpment 91284;18575;Valid;L6;9.5;Found;01.01.1991;-85.681210;-68.795410;(-85.681210, -68.795410)
Pecora Escarpment 91423;18714;Valid;H5;9.5;Found;01.01.1991;-85.690550;-69.090590;(-85.690550, -69.090590)
Frontier Mountain 90049;10447;Valid;H5/6;9.5;Found;01.01.1990;-72.955600;160.438570;(-72.955600, 160.438570)
Elephant Moraine 90341;8750;Valid;L6;9.5;Found;01.01.1990;-76.266950;156.463800;(-76.266950, 156.463800)
Lewis Cliff 88570;14310;Valid;H6;9.5;Found;01.01.1988;-84.246230;161.410180;(-84.246230, 161.410180)
Lewis Cliff 88105;13858;Valid;H5;9.5;Found;01.01.1988;-84.252830;161.377540;(-84.252830, 161.377540)
Yamato 86690;30196;Valid;CM2;9.5;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Lewis Cliff 86447;13377;Valid;L6;9.5;Found;01.01.1986;-84.244450;161.406310;(-84.244450, 161.406310)
Lewis Cliff 85372;12842;Valid;H5;9.5;Found;01.01.1985;-84.278910;161.405270;(-84.278910, 161.405270)
Allan Hills A81200;2160;Valid;H4;9.5;Found;01.01.1981;-76.682500;159.330000;(-76.682500, 159.330000)
Allan Hills A81090;2050;Valid;H5;9.5;Found;01.01.1981;-76.693060;159.392220;(-76.693060, 159.392220)
Allan Hills A81135;2095;Valid;H5;9.5;Found;01.01.1981;-76.694720;159.389440;(-76.694720, 159.389440)
Allan Hills A81223;2182;Valid;H6;9.5;Found;01.01.1981;-76.712220;159.344440;(-76.712220, 159.344440)
Meteorite Hills 00576;15811;Valid;L6;9.49;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Yamato 790817;26166;Valid;LL6;9.49;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791950;27299;Valid;H;9.49;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 052416;48314;Valid;L6;9.48;Found;01.01.2006;-72.778889;75.330556;(-72.778889, 75.330556)
Yamato 790974;26323;Valid;H4/5;9.48;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 790766;26115;Valid;L6;9.4700000000000006;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
MacAlpine Hills 02520;14829;Valid;H6;9.4600000000000009;Found;01.01.2002;-84.216670;160.500000;(-84.216670, 160.500000)
Frontier Mountain 90046;10444;Valid;H6;9.4600000000000009;Found;01.01.1990;-72.955960;160.438570;(-72.955960, 160.438570)
Yamato 8424;29471;Valid;OC;9.4600000000000009;Found;01.01.1984;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 793560;28909;Valid;H6;9.4600000000000009;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 052425;48315;Valid;L6;9.4499999999999993;Found;01.01.2006;-72.781667;75.302778;(-72.781667, 75.302778)
Yamato 792663;28012;Valid;Ureilite;9.4499999999999993;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 022232;47924;Valid;L6;9.42;Found;01.01.2003;-72.778611;75.315278;(-72.778611, 75.315278)
Yamato 791202;26551;Valid;Diogenite;9.42;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 75020;25061;Valid;H5/6;9.42;Found;01.01.1975;-71.500000;35.666670;(-71.500000, 35.666670)
Pecora Escarpment 02039;18221;Valid;H5;9.41;Found;01.01.2002;-85.633330;-68.700000;(-85.633330, -68.700000)
Yamato 793507;28856;Valid;H5;9.41;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
O'Malley 014;54943;Valid;H6;9.4;Found;01.01.2011;-30.885170;131.380110;(-30.885170, 131.380110)
Tassédet 002;23882;Valid;H5;9.4;Found;01.01.2001;18.237000;6.519830;(18.237000, 6.519830)
Meteorite Hills 01173;16405;Valid;H6;9.4;Found;01.01.2001;-79.683330;159.750000;(-79.683330, 159.750000)
Meteorite Hills 00852;16086;Valid;H6;9.4;Found;01.01.2000;-79.683330;159.750000;(-79.683330, 159.750000)
Meteorite Hills 00884;16118;Valid;H6;9.4;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Queen Alexandra Range 99437;21885;Valid;L6;9.4;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 99582;22028;Valid;LL5;9.4;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97481;20937;Valid;LL5;9.4;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97604;21060;Valid;LL5;9.4;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97695;21151;Valid;H6;9.4;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Elephant Moraine 96012;9606;Valid;CM2;9.4;Found;01.01.1996;-76.183330;157.166670;(-76.183330, 157.166670)
Queen Alexandra Range 94429;20062;Valid;H5;9.4;Found;01.01.1994;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 94445;20077;Valid;H5;9.4;Found;01.01.1994;-84.000000;168.000000;(-84.000000, 168.000000)
Patuxent Range 91552;18170;Valid;L6;9.4;Found;01.01.1991;-84.585230;-61.808400;(-84.585230, -61.808400)
Pecora Escarpment 91136;18427;Valid;H5;9.4;Found;01.01.1991;-85.686230;-68.939520;(-85.686230, -68.939520)
Frontier Mountain 90056;10454;Valid;L6;9.4;Found;01.01.1990;-72.955380;160.437960;(-72.955380, 160.437960)
Elephant Moraine 90324;8733;Valid;L6;9.4;Found;01.01.1990;-76.281130;156.430510;(-76.281130, 156.430510)
Elephant Moraine 90908;9317;Valid;L6;9.4;Found;01.01.1990;-76.284610;156.504590;(-76.284610, 156.504590)
Lewis Cliff 88257;14008;Valid;L5;9.4;Found;01.01.1988;-84.239400;161.503430;(-84.239400, 161.503430)
Lewis Cliff 88653;14390;Valid;H5;9.4;Found;01.01.1988;-84.272180;161.371850;(-84.272180, 161.371850)
Lewis Cliff 87265;13726;Valid;H6;9.4;Found;01.01.1987;-84.272510;161.718620;(-84.272510, 161.718620)
Lewis Cliff 86341;13272;Valid;H5;9.4;Found;01.01.1986;-84.291180;161.333280;(-84.291180, 161.333280)
Lewis Cliff 86140;13079;Valid;L6;9.4;Found;01.01.1986;-84.309210;161.927380;(-84.309210, 161.927380)
Lewis Cliff 85437;12905;Valid;L3.4;9.4;Found;01.01.1985;-84.267080;161.368800;(-84.267080, 161.368800)
Allan Hills 84193;795;Valid;L6;9.4;Found;01.01.1984;-76.906740;156.824250;(-76.906740, 156.824250)
Allan Hills A81196;2156;Valid;H6;9.4;Found;01.01.1981;-76.658160;159.320880;(-76.658160, 159.320880)
Allan Hills A81137;2097;Valid;H6;9.4;Found;01.01.1981;-76.694720;159.389720;(-76.694720, 159.389720)
Yamato 75287;25328;Valid;H6;9.4;Found;01.01.1975;-71.500000;35.666670;(-71.500000, 35.666670)
Meteorite Hills 00743;15977;Valid;L5;9.39;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Yamato 81082;29143;Valid;L4;9.39;Found;01.01.1981;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 75299;25340;Valid;Diogenite;9.39;Found;01.01.1975;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791100;26449;Valid;LL5/6;9.3800000000000008;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791738;27087;Valid;H4;9.3800000000000008;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
LaPaz Icefield 02345;12612;Valid;LL5;9.3699999999999992;Found;01.01.2002;-86.366670;-70.000000;(-86.366670, -70.000000)
Meteorite Hills 00728;15962;Valid;LL5;9.3699999999999992;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Grove Mountains 052305;48297;Valid;L6;9.36;Found;01.01.2006;-72.781667;75.323889;(-72.781667, 75.323889)
Jiddat al Harasis 217;35536;Valid;H4;9.36;Found;01.01.2005;19.963030;56.478330;(19.963030, 56.478330)
Allan Hills 88091;1135;Valid;H5;9.36;Found;01.01.1988;-76.687890;159.386280;(-76.687890, 159.386280)
Yamato 794068;29022;Valid;H4;9.36;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 052133;48274;Valid;L6;9.35;Found;01.01.2006;-72.775278;75.318056;(-72.775278, 75.318056)
Grove Mountains 021568;47818;Valid;H4;9.34;Found;01.01.2003;-72.938333;75.290278;(-72.938333, 75.290278)
Grove Mountains 051767;48229;Valid;L6;9.33;Found;01.01.2006;-72.778611;75.317778;(-72.778611, 75.317778)
Grove Mountains 021507;47813;Valid;H6;9.33;Found;01.01.2003;-72.946111;75.269167;(-72.946111, 75.269167)
Yamato 86039;29545;Valid;CM2;9.32;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 82143;29337;Valid;L6;9.32;Found;01.01.1982;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 790638;25987;Valid;LL;9.32;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 790825;26174;Valid;LL6;9.32;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791804;27153;Valid;L4;9.32;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 792787;28136;Valid;LL4;9.32;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 793456;28805;Valid;H4;9.32;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Allan Hills A78054;1670;Valid;LL5;9.31;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Allan Hills A78240;1853;Valid;H4;9.31;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Tungsten Mountain 563;51855;Valid;H5;9.3000000000000007;Found;01.01.2007;39.677200;-117.628580;(39.677200, -117.628580)
Sayh al Uhaymir 285;34008;Valid;H5;9.3000000000000007;Found;01.01.2004;21.068900;57.313270;(21.068900, 57.313270)
Meteorite Hills 01108;16341;Valid;LL5;9.3000000000000007;Found;01.01.2001;-79.683330;159.750000;(-79.683330, 159.750000)
Meteorite Hills 001080;15576;Valid;L6;9.3000000000000007;Found;01.01.2000;-79.683330;159.750000;(-79.683330, 159.750000)
Meteorite Hills 001098;15594;Valid;L6;9.3000000000000007;Found;01.01.2000;-79.683330;159.750000;(-79.683330, 159.750000)
Elephant Moraine 99439;9982;Valid;L5;9.3000000000000007;Found;01.01.1999;-76.183330;157.166670;(-76.183330, 157.166670)
Queen Alexandra Range 99055;21507;Valid;H5;9.3000000000000007;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 99103;21555;Valid;LL5;9.3000000000000007;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 99287;21738;Valid;LL5;9.3000000000000007;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97276;20734;Valid;LL5;9.3000000000000007;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97533;20989;Valid;H6;9.3000000000000007;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 93531;19619;Valid;H5;9.3000000000000007;Found;01.01.1993;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 93190;19279;Valid;H5;9.3000000000000007;Found;01.01.1993;-84.629550;162.513830;(-84.629550, 162.513830)
Pecora Escarpment 91161;18452;Valid;H5;9.3000000000000007;Found;01.01.1991;-85.676870;-69.061330;(-85.676870, -69.061330)
Pecora Escarpment 91315;18606;Valid;H5;9.3000000000000007;Found;01.01.1991;-85.679380;-68.743560;(-85.679380, -68.743560)
Frontier Mountain 90053;10451;Valid;H5;9.3000000000000007;Found;01.01.1990;-72.955060;160.438570;(-72.955060, 160.438570)
Lewis Cliff 88114;13867;Valid;H5;9.3000000000000007;Found;01.01.1988;-84.253300;161.407590;(-84.253300, 161.407590)
Lewis Cliff 88270;14021;Valid;H6;9.3000000000000007;Found;01.01.1988;-84.279040;161.427010;(-84.279040, 161.427010)
Lewis Cliff 88666;14403;Valid;L6;9.3000000000000007;Found;01.01.1988;-84.292720;161.353190;(-84.292720, 161.353190)
Lewis Cliff 87085;13558;Valid;H5;9.3000000000000007;Found;01.01.1987;-84.254420;161.367570;(-84.254420, 161.367570)
Allan Hills 86611;1036;Valid;H5;9.3000000000000007;Found;01.01.1986;-76.729070;159.412080;(-76.729070, 159.412080)
Lewis Cliff 86488;13418;Valid;H5;9.3000000000000007;Found;01.01.1986;-84.245470;161.393320;(-84.245470, 161.393320)
Lewis Cliff 86122;13061;Valid;H5;9.3000000000000007;Found;01.01.1986;-84.256330;161.358470;(-84.256330, 161.358470)
Lewis Cliff 86036;12975;Valid;H5;9.3000000000000007;Found;01.01.1986;-84.273700;161.691540;(-84.273700, 161.691540)
Lewis Cliff 86445;13375;Valid;H6;9.3000000000000007;Found;01.01.1986;-84.274040;161.678810;(-84.274040, 161.678810)
Lewis Cliff 85417;12886;Valid;L5;9.3000000000000007;Found;01.01.1985;-84.269130;161.417370;(-84.269130, 161.417370)
Lewis Cliff 85436;12904;Valid;L6;9.3000000000000007;Found;01.01.1985;-84.277140;161.402050;(-84.277140, 161.402050)
Elephant Moraine 84308;8047;Valid;L6;9.3000000000000007;Found;01.01.1984;-76.302780;157.163060;(-76.302780, 157.163060)
Elephant Moraine 83292;7932;Valid;H5;9.3000000000000007;Found;01.01.1983;-76.310560;157.198890;(-76.310560, 157.198890)
Allan Hills A81124;2084;Valid;H5;9.3000000000000007;Found;01.01.1981;-76.701940;159.367220;(-76.701940, 159.367220)
Yamato 793346;28695;Valid;H4;9.3000000000000007;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Allan Hills A77033;1347;Valid;L3.5;9.3000000000000007;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Yamato 74061;24439;Valid;H4;9.3000000000000007;Found;01.01.1974;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 051854;48239;Valid;L6;9.2899999999999991;Found;01.01.2006;-72.780000;75.311944;(-72.780000, 75.311944)
Yamato 791066;26415;Valid;H6;9.2899999999999991;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791829;27178;Valid;Diogenite;9.27;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 75187;25228;Valid;L6;9.26;Found;01.01.1975;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 023163;48090;Valid;H4;9.25;Found;01.01.2003;-72.773889;75.339444;(-72.773889, 75.339444)
Yamato 791754;27103;Valid;L4;9.25;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 86308;29814;Valid;H4;9.24;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 790075;25424;Valid;H4;9.24;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
LaPaz Icefield 02301;12568;Valid;LL5;9.23;Found;01.01.2002;-86.366670;-70.000000;(-86.366670, -70.000000)
Yamato 82075;29269;Valid;Diogenite;9.23;Found;01.01.1982;-71.500000;35.666670;(-71.500000, 35.666670)
Dhofar 1682;56188;Valid;L6;9.2200000000000006;Found;01.01.2011;19.645700;54.247530;(19.645700, 54.247530)
Yamato 790818;26167;Valid;LL6;9.2200000000000006;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Allan Hills A77243;1554;Valid;H5;9.2200000000000006;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Meteorite Hills 00739;15973;Valid;CK4;9.2100000000000009;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Yamato 86759;30265;Valid;L6;9.2100000000000009;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Lucerne Valley 049;30748;Valid;L6;9.1999999999999993;Found;01.01.2004;34.484720;-116.961070;(34.484720, -116.961070)
LaPaz Icefield 02435;12702;Valid;L5;9.1999999999999993;Found;01.01.2002;-86.366670;-70.000000;(-86.366670, -70.000000)
Frontier Mountain 01107;10290;Valid;L4;9.1999999999999993;Found;01.01.2001;-72.952220;160.506110;(-72.952220, 160.506110)
Meteorite Hills 01076;16309;Valid;CM2;9.1999999999999993;Found;01.01.2001;-79.683330;159.750000;(-79.683330, 159.750000)
Meteorite Hills 01304;16536;Valid;LL6;9.1999999999999993;Found;01.01.2001;-79.683330;159.750000;(-79.683330, 159.750000)
Queen Alexandra Range 99398;21847;Valid;LL5;9.1999999999999993;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 99792;22238;Valid;LL5;9.1999999999999993;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Graves Nunataks 98147;11137;Valid;L6;9.1999999999999993;Found;01.01.1998;-86.716670;-141.500000;(-86.716670, -141.500000)
Queen Alexandra Range 97619;21075;Valid;LL5;9.1999999999999993;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 97899;21353;Valid;LL5;9.1999999999999993;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Queen Alexandra Range 93334;19422;Valid;L5;9.1999999999999993;Found;01.01.1993;-84.565320;162.070430;(-84.565320, 162.070430)
Queen Alexandra Range 93104;19193;Valid;H6;9.1999999999999993;Found;01.01.1993;-84.575660;162.565780;(-84.575660, 162.565780)
Queen Alexandra Range 93103;19192;Valid;H5;9.1999999999999993;Found;01.01.1993;-84.591330;162.361700;(-84.591330, 162.361700)
Pecora Escarpment 91291;18582;Valid;H5;9.1999999999999993;Found;01.01.1991;-85.688510;-68.890820;(-85.688510, -68.890820)
Frontier Mountain 90131;10524;Valid;H4;9.1999999999999993;Found;01.01.1990;-72.955110;160.484440;(-72.955110, 160.484440)
Elephant Moraine 90269;8678;Valid;L6;9.1999999999999993;Found;01.01.1990;-76.268490;156.455140;(-76.268490, 156.455140)
Elephant Moraine 90262;8671;Valid;L6;9.1999999999999993;Found;01.01.1990;-76.287520;156.447370;(-76.287520, 156.447370)
Lewis Cliff 88705;14442;Valid;L6;9.1999999999999993;Found;01.01.1988;-84.231130;161.486750;(-84.231130, 161.486750)
Lewis Cliff 88041;13795;Valid;L6;9.1999999999999993;Found;01.01.1988;-84.246260;161.467640;(-84.246260, 161.467640)
Lewis Cliff 88581;14321;Valid;H5;9.1999999999999993;Found;01.01.1988;-84.246600;161.407610;(-84.246600, 161.407610)
Lewis Cliff 88513;14256;Valid;H5;9.1999999999999993;Found;01.01.1988;-84.249740;161.404100;(-84.249740, 161.404100)
Lewis Cliff 88356;14106;Valid;L6;9.1999999999999993;Found;01.01.1988;-84.251330;161.387230;(-84.251330, 161.387230)
Lewis Cliff 88535;14276;Valid;H5;9.1999999999999993;Found;01.01.1988;-84.263830;161.350110;(-84.263830, 161.350110)
Lewis Cliff 88724;14461;Valid;L5;9.1999999999999993;Found;01.01.1988;-84.278210;161.361180;(-84.278210, 161.361180)
Elephant Moraine 87752;8302;Valid;L6;9.1999999999999993;Found;01.01.1987;-76.267960;156.513780;(-76.267960, 156.513780)
Lewis Cliff 86210;13148;Valid;Mesosiderite;9.1999999999999993;Found;01.01.1986;-84.255920;161.372100;(-84.255920, 161.372100)
Lewis Cliff 86065;13004;Valid;L5;9.1999999999999993;Found;01.01.1986;-84.258810;161.420800;(-84.258810, 161.420800)
Lewis Cliff 86103;13042;Valid;H5;9.1999999999999993;Found;01.01.1986;-84.273750;161.691480;(-84.273750, 161.691480)
Lewis Cliff 86333;13264;Valid;H6;9.1999999999999993;Found;01.01.1986;-84.289860;161.285930;(-84.289860, 161.285930)
Lewis Cliff 85391;12860;Valid;H6;9.1999999999999993;Found;01.01.1985;-84.275360;161.404980;(-84.275360, 161.404980)
Lewis Cliff 85352;12822;Valid;H5;9.1999999999999993;Found;01.01.1985;-84.276420;161.410630;(-84.276420, 161.410630)
Lewis Cliff 85452;12920;Valid;L3.6;9.1999999999999993;Found;01.01.1985;-84.276890;161.375950;(-84.276890, 161.375950)
Allan Hills 84215;817;Valid;H6;9.1999999999999993;Found;01.01.1984;-76.679460;159.342060;(-76.679460, 159.342060)
Allan Hills 82107;483;Valid;L5;9.1999999999999993;Found;01.01.1982;-76.976970;156.915410;(-76.976970, 156.915410)
Allan Hills A81231;2190;Valid;H4;9.1999999999999993;Found;01.01.1981;-76.701110;159.403330;(-76.701110, 159.403330)
Allan Hills A81221;2181;Valid;L6;9.1999999999999993;Found;01.01.1981;-76.713080;158.781660;(-76.713080, 158.781660)
Mundrabilla 004;16855;Valid;H5;9.1999999999999993;Found;01.01.1975;-30.758330;127.525000;(-30.758330, 127.525000)
Pecora Escarpment 02043;18225;Valid;LL5;9.18;Found;01.01.2002;-85.633330;-68.700000;(-85.633330, -68.700000)
Yamato 86086;29592;Valid;H4;9.18;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 82150;29344;Valid;L6;9.18;Found;01.01.1982;-71.500000;35.666670;(-71.500000, 35.666670)
Allan Hills A77179;1491;Valid;H5;9.18;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Allan Hills A78009;1625;Valid;H4;9.18;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Grove Mountains 021727;47847;Valid;L6;9.17;Found;01.01.2003;-72.790000;75.298056;(-72.790000, 75.298056)
LaPaz Icefield 02271;12538;Valid;LL5;9.17;Found;01.01.2002;-86.366670;-70.000000;(-86.366670, -70.000000)
